Airport,City,CountOfFlights,IATA,Latitude,Longitude,PathId,PointOrder
Detroit Metropolitan Wayne County Airport,"Detroit, MI",0,DTW,42.212398529052734,-83.35340118408203,135,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",280,ATL,33.63669967651367,-84.4281005859375,136,0
Northwest Florida Beaches International Airport,"Panama City, FL",0,ECP,30.357105999999998,-85.79541400000001,136,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",59,ATL,33.63669967651367,-84.4281005859375,137,0
Eagle County Regional Airport,"Eagle, CO",0,EGE,39.64260101,-106.9179993,137,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",111,ATL,33.63669967651367,-84.4281005859375,138,0
El Paso International Airport,"El Paso, TX",0,ELP,31.80719948,-106.37799840000002,138,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",164,ATL,33.63669967651367,-84.4281005859375,139,0
Evansville Regional Airport,"Evansville, IN",0,EVV,38.0369987488,-87.53240203860001,139,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",107,ATL,33.63669967651367,-84.4281005859375,140,0
Coastal Carolina Regional Airport,"New Bern/Morehead/Beaufort, NC",0,EWN,35.0730018616,-77.04290008539998,140,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",834,ATL,33.63669967651367,-84.4281005859375,141,0
Newark Liberty International Airport,"Newark, NJ",0,EWR,40.69250106811523,-74.168701171875,141,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",354,ATL,33.63669967651367,-84.4281005859375,142,0
Key West International Airport,"Key West, FL",0,EYW,24.556100845336914,-81.75959777832031,142,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",7,ATL,33.63669967651367,-84.4281005859375,143,0
Hector International Airport,"Fargo, ND",0,FAR,46.92070007324219,-96.81580352783205,143,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",267,ATL,33.63669967651367,-84.4281005859375,144,0
Fayetteville Regional Grannis Field,"Fayetteville, NC",0,FAY,34.991199493408196,-78.88030242919922,144,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",1246,ATL,33.63669967651367,-84.4281005859375,145,0
Fort Lauderdale Hollywood International Airport,"Fort Lauderdale, FL",0,FLL,26.072599411010746,-80.15270233154297,145,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",165,ATL,33.63669967651367,-84.4281005859375,146,0
Bishop International Airport,"Flint, MI",0,FNT,42.96540069580078,-83.74359893798828,146,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",37,ATL,33.63669967651367,-84.4281005859375,147,0
Joe Foss Field Airport,"Sioux Falls, SD",0,FSD,43.5820007324,-96.741897583,147,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",108,ATL,33.63669967651367,-84.4281005859375,148,0
Fort Smith Regional Airport,"Fort Smith, AR",0,FSM,35.33660125732422,-94.36740112304688,148,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",218,ATL,33.63669967651367,-84.4281005859375,149,0
Fort Wayne International Airport,"Fort Wayne, IN",0,FWA,40.97850037,-85.19509888,149,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",370,ATL,33.63669967651367,-84.4281005859375,150,0
Gainesville Regional Airport,"Gainesville, FL",0,GNV,29.6900997162,-82.27179718020001,150,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",221,ATL,33.63669967651367,-84.4281005859375,151,0
Gulfport Biloxi International Airport,"Gulfport/Biloxi, MS",0,GPT,30.40730094909668,-89.07009887695312,151,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",59,ATL,33.63669967651367,-84.4281005859375,152,0
Austin Straubel International Airport,"Green Bay, WI",0,GRB,44.48509979248047,-88.12960052490234,152,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",85,ATL,33.63669967651367,-84.4281005859375,153,0
Robert Gray  Army Air Field Airport,"Killeen, TX",0,GRK,31.067199706999997,-97.8289031982,153,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",244,ATL,33.63669967651367,-84.4281005859375,154,0
Gerald R. Ford International Airport,"Grand Rapids, MI",0,GRR,42.88079834,-85.52279663,154,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",409,ATL,33.63669967651367,-84.4281005859375,155,0
Piedmont Triad International Airport,"Greensboro/High Point, NC",0,GSO,36.097801208496094,-79.93730163574219,155,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",599,ATL,33.63669967651367,-84.4281005859375,156,0
Greenville Spartanburg International Airport,"Greer, SC",0,GSP,34.895698547399995,-82.2189025879,156,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",158,ATL,33.63669967651367,-84.4281005859375,157,0
Golden Triangle Regional Airport,"Columbus, MS",0,GTR,33.450298309299995,-88.59140014649999,157,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",53,ATL,33.63669967651367,-84.4281005859375,158,0
Yampa Valley Airport,"Hayden, CO",0,HDN,40.48120117,-107.21800230000001,158,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",59,ATL,33.63669967651367,-84.4281005859375,159,0
Honolulu International Airport,"Honolulu, HI",0,HNL,21.318700790405273,-157.9219970703125,159,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",601,ATL,33.63669967651367,-84.4281005859375,160,0
William P Hobby Airport,"Houston, TX",0,HOU,29.64539909,-95.27890015,160,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",227,ATL,33.63669967651367,-84.4281005859375,161,0
Westchester County Airport,"White Plains, NY",0,HPN,41.06700134277344,-73.70760345458984,161,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",383,ATL,33.63669967651367,-84.4281005859375,162,0
Huntsville International Carl T Jones Field,"Huntsville, AL",0,HSV,34.637199401855,-86.775100708008,162,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",565,ATL,33.63669967651367,-84.4281005859375,163,0
Washington Dulles International Airport,"Washington, DC",0,IAD,38.94449997,-77.45580292,163,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",528,ATL,33.63669967651367,-84.4281005859375,164,0
George Bush Intercontinental Houston Airport,"Houston, TX",0,IAH,29.98439979553223,-95.34140014648438,164,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",167,ATL,33.63669967651367,-84.4281005859375,165,0
Wichita Mid Continent Airport,"Wichita, KS",0,ICT,37.649898529052734,-97.43309783935548,165,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",262,ATL,33.63669967651367,-84.4281005859375,166,0
Wilmington International Airport,"Wilmington, NC",0,ILM,34.27059936523437,-77.90260314941406,166,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",604,ATL,33.63669967651367,-84.4281005859375,167,0
Indianapolis International Airport,"Indianapolis, IN",0,IND,39.7173,-86.294403,167,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",19,ATL,33.63669967651367,-84.4281005859375,168,0
Jackson Hole Airport,"Jackson, WY",0,JAC,43.6072998046875,-110.73799896240234,168,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",336,ATL,33.63669967651367,-84.4281005859375,169,0
Jackson-Medgar Wiley Evers International Airport,"Jackson/Vicksburg, MS",0,JAN,32.3111991882,-90.0758972168,169,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",853,ATL,33.63669967651367,-84.4281005859375,170,0
Jacksonville International Airport,"Jacksonville, FL",0,JAX,30.49410057067871,-81.68789672851562,170,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",355,ATL,33.63669967651367,-84.4281005859375,171,0
John F Kennedy International Airport,"New York, NY",0,JFK,40.63980103,-73.77890015,171,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",735,ATL,33.63669967651367,-84.4281005859375,172,0
McCarran International Airport,"Las Vegas, NV",0,LAS,36.08010101,-115.15200039999999,172,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",1037,ATL,33.63669967651367,-84.4281005859375,173,0
Los Angeles International Airport,"Los Angeles, CA",0,LAX,33.94250107,-118.40799709999999,173,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",376,ATL,33.63669967651367,-84.4281005859375,174,0
Blue Grass Airport,"Lexington, KY",0,LEX,38.0364990234375,-84.60590362548828,174,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",165,ATL,33.63669967651367,-84.4281005859375,175,0
Lafayette Regional Airport,"Lafayette, LA",0,LFT,30.20529938,-91.98760223,175,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",1373,ATL,33.63669967651367,-84.4281005859375,176,0
La Guardia Airport,"New York, NY",0,LGA,40.77719879,-73.87259674,176,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",330,ATL,33.63669967651367,-84.4281005859375,177,0
Bill & Hillary Clinton National Airport/Adams Field,"Little Rock, AR",0,LIT,34.729400634799994,-92.22429656979999,177,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",53,ATL,33.63669967651367,-84.4281005859375,178,0
Lincoln Airport,"Lincoln, NE",0,LNK,40.85100173950195,-96.75920104980469,178,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",553,ATL,33.63669967651367,-84.4281005859375,179,0
Kansas City International Airport,"Kansas City, MO",0,MCI,39.2976,-94.713898,179,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",1473,ATL,33.63669967651367,-84.4281005859375,180,0
Orlando International Airport,"Orlando, FL",0,MCO,28.429399490356445,-81.30899810791016,180,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",166,ATL,33.63669967651367,-84.4281005859375,181,0
Harrisburg International Airport,"Harrisburg, PA",0,MDT,40.1935005188,-76.7633972168,181,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",708,ATL,33.63669967651367,-84.4281005859375,182,0
Chicago Midway International Airport,"Chicago, IL",0,MDW,41.7859992980957,-87.75240325927734,182,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",527,ATL,33.63669967651367,-84.4281005859375,183,0
Memphis International Airport,"Memphis, TN",0,MEM,35.04240036010742,-89.97669982910156,183,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",354,ATL,33.63669967651367,-84.4281005859375,184,0
Montgomery Regional (Dannelly Field) Airport,"Montgomery, AL",0,MGM,32.30059814,-86.39399719,184,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",59,ATL,33.63669967651367,-84.4281005859375,185,0
Manchester Airport,"Manchester, NH",0,MHT,42.93259811401367,-71.43569946289062,185,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",897,ATL,33.63669967651367,-84.4281005859375,186,0
Miami International Airport,"Miami, FL",0,MIA,25.79319953918457,-80.29060363769531,186,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",535,ATL,33.63669967651367,-84.4281005859375,187,0
General Mitchell International Airport,"Milwaukee, WI",0,MKE,42.94720077514648,-87.89659881591797,187,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",216,ATL,33.63669967651367,-84.4281005859375,188,0
Melbourne International Airport,"Melbourne, FL",0,MLB,28.10280036926269,-80.64530181884766,188,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",167,ATL,33.63669967651367,-84.4281005859375,189,0
Quad City International Airport,"Moline, IL",0,MLI,41.44850158691406,-90.50749969482422,189,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",212,ATL,33.63669967651367,-84.4281005859375,190,0
Monroe Regional Airport,"Monroe, LA",0,MLU,32.51089859008789,-92.0376968383789,190,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",369,ATL,33.63669967651367,-84.4281005859375,191,0
Mobile Regional Airport,"Mobile, AL",0,MOB,30.691200256348,-88.242797851562,191,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",164,ATL,33.63669967651367,-84.4281005859375,192,0
Dane County Regional Truax Field,"Madison, WI",0,MSN,43.13990020751953,-89.3375015258789,192,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",833,ATL,33.63669967651367,-84.4281005859375,193,0
Minneapolis-St Paul International/Wold-Chamberlain Airport,"Minneapolis, MN",0,MSP,44.8819999695,-93.22180175780001,193,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",877,ATL,33.63669967651367,-84.4281005859375,194,0
Louis Armstrong New Orleans International Airport,"New Orleans, LA",0,MSY,29.99340057373047,-90.25800323486328,194,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",13,ATL,33.63669967651367,-84.4281005859375,195,0
Montrose Regional Airport,"Montrose/Delta, CO",0,MTJ,38.5097999573,-107.89399719200001,195,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",210,ATL,33.63669967651367,-84.4281005859375,196,0
Myrtle Beach International Airport,"Myrtle Beach, SC",0,MYR,33.6796989441,-78.9282989502,196,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",165,ATL,33.63669967651367,-84.4281005859375,197,0
Albert J Ellis Airport,"Jacksonville/Camp Lejeune, NC",0,OAJ,34.8292007446,-77.61209869380002,197,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",59,ATL,33.63669967651367,-84.4281005859375,198,0
Metropolitan Oakland International Airport,"Oakland, CA",0,OAK,37.72129821777344,-122.22100067138672,198,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",272,ATL,33.63669967651367,-84.4281005859375,199,0
Will Rogers World Airport,"Oklahoma City, OK",0,OKC,35.39310073852539,-97.60070037841795,199,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",282,ATL,33.63669967651367,-84.4281005859375,200,0
Eppley Airfield,"Omaha, NE",0,OMA,41.303199768066406,-95.89409637451172,200,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",999,ATL,33.63669967651367,-84.4281005859375,201,0
Chicago O'Hare International Airport,"Chicago, IL",0,ORD,41.97859955,-87.90480042,201,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",415,ATL,33.63669967651367,-84.4281005859375,202,0
Norfolk International Airport,"Norfolk, VA",0,ORF,36.89459991455078,-76.20120239257812,202,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",771,ATL,33.63669967651367,-84.4281005859375,203,0
Palm Beach International Airport,"West Palm Beach/Palm Beach, FL",0,PBI,26.68320083618164,-80.09559631347656,203,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",156,ATL,33.63669967651367,-84.4281005859375,204,0
Portland International Airport,"Portland, OR",0,PDX,45.58869934,-122.59799960000001,204,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",165,ATL,33.63669967651367,-84.4281005859375,205,0
Newport News Williamsburg International Airport,"Newport News/Williamsburg, VA",0,PHF,37.13190079,-76.49299622,205,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",1102,ATL,33.63669967651367,-84.4281005859375,206,0
Philadelphia International Airport,"Philadelphia, PA",0,PHL,39.87189865112305,-75.24109649658203,206,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",586,ATL,33.63669967651367,-84.4281005859375,207,0
Phoenix Sky Harbor International Airport,"Phoenix, AZ",0,PHX,33.43429946899414,-112.01200103759766,207,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",161,ATL,33.63669967651367,-84.4281005859375,208,0
General Wayne A. Downing Peoria International Airport,"Peoria, IL",0,PIA,40.664199829100006,-89.6932983398,208,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",533,ATL,33.63669967651367,-84.4281005859375,209,0
Pittsburgh International Airport,"Pittsburgh, PA",0,PIT,40.49150085,-80.23290253,209,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",389,ATL,33.63669967651367,-84.4281005859375,210,0
Pensacola Regional Airport,"Pensacola, FL",0,PNS,30.473400115967003,-87.18659973144501,210,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",165,ATL,33.63669967651367,-84.4281005859375,211,0
Theodore Francis Green State Airport,"Providence, RI",0,PVD,41.73260116577149,-71.42040252685547,211,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",52,ATL,33.63669967651367,-84.4281005859375,212,0
Portland International Jetport Airport,"Portland, ME",0,PWM,43.64619827,-70.30930328,212,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",807,ATL,33.63669967651367,-84.4281005859375,213,0
Raleigh Durham International Airport,"Raleigh/Durham, NC",0,RDU,35.877601623535156,-78.7874984741211,213,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",635,ATL,33.63669967651367,-84.4281005859375,214,0
Richmond International Airport,"Richmond, VA",0,RIC,37.50519943237305,-77.3197021484375,214,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",9,ATL,33.63669967651367,-84.4281005859375,215,0
Reno Tahoe International Airport,"Reno, NV",0,RNO,39.49909973144531,-119.76799774169922,215,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",253,ATL,33.63669967651367,-84.4281005859375,216,0
Roanoke–Blacksburg Regional Airport,"Roanoke, VA",0,ROA,37.3255004883,-79.975402832,216,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",166,ATL,33.63669967651367,-84.4281005859375,217,0
Greater Rochester International Airport,"Rochester, NY",0,ROC,43.118900299072266,-77.67240142822266,217,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",58,ATL,33.63669967651367,-84.4281005859375,218,0
Rochester International Airport,"Rochester, MN",0,RST,43.90829849243164,-92.5,218,1
Hartsfield Jackson Atlanta International Airport,"Atlanta, GA",597,ATL,33.63669967651367,-84.4281005859375,219,0
